d1,d2,d3,l
112,234,172,5
112,231,215,5
112,230,240,5
112,227,236,5
112,230,153,5
112,227,175,5
113,242,138,5
111,233,161,5
112,227,222,5
112,248,113,5
111,223,243,5
112,227,210,5
113,240,123,5
113,237,140,5
111,218,255,5
112,217,255,5
113,248,116,5
111,213,255,5
112,223,240,5
113,239,147,5
112,227,207,5
113,236,121,5
112,229,229,5
111,224,225,5
111,209,255,5
112,242,138,5
113,236,174,5
111,217,255,5
111,214,255,5
112,232,191,5
112,230,237,5
111,236,159,5
113,241,162,5
112,228,194,5
113,243,146,5
113,238,166,5
112,234,146,5
111,232,180,5
112,228,205,5
112,230,229,5
112,239,165,5
113,242,142,5
113,238,185,5
112,231,191,5
112,233,169,5
112,225,201,5
113,238,152,5
112,242,139,5
112,232,196,5
112,234,175,5
111,226,209,5
111,223,225,5
113,230,203,5
111,229,214,5
113,238,150,5
112,223,224,5
112,239,142,5
113,240,137,5
111,217,255,5
113,231,201,5
113,229,235,5
111,225,202,5
113,198,241,5
112,227,233,5
112,218,225,5
112,225,199,5
112,228,233,5
113,236,94,5
113,232,146,5
